return_id,order_id,return_date,return_reason
RET002512,ORD041843,2023-10-22,Damaged Product
RET002513,ORD012703,2023-12-14,Size Issue
RET002514,ORD033513,2025-06-16,Damaged Product
RET002515,ORD019803,2023-10-16,Damaged Product
RET002516,ORD005752,2023-08-27,Size Issue
RET002517,ORD034356,2024-02-29,Changed Mind
RET002518,ORD030770,2023-09-27,Wrong Product
RET002519,ORD036493,2025-08-12,Poor Quality
RET002520,ORD025058,2023-06-30,Damaged Product
RET002521,ORD015822,2023-12-26,Size Issue
RET002522,ORD028284,2024-05-22,Wrong Product
RET002523,ORD013651,2023-07-29,Poor Quality
RET002524,ORD040571,2024-12-17,Poor Quality
RET002525,ORD017173,2024-01-19,Late Delivery
RET002526,ORD012284,2024-02-02,Changed Mind
RET002527,ORD035461,2024-09-05,Damaged Product
RET002528,ORD034060,2025-03-16,Late Delivery
RET002529,ORD035236,2025-11-23,Size Issue
RET002530,ORD026634,2024-02-05,Changed Mind
RET002531,ORD024471,2024-11-14,Late Delivery
RET002532,ORD018416,2023-02-14,Poor Quality
RET002533,ORD018955,2025-01-04,Damaged Product
RET002534,ORD037194,2024-07-07,Damaged Product
RET002535,ORD020719,2023-10-17,Size Issue
RET002536,ORD037401,2023-08-18,Damaged Product
RET002537,ORD003264,2025-02-20,Damaged Product
RET002538,ORD046180,2024-03-04,Damaged Product
RET002539,ORD031126,2025-08-21,Late Delivery
RET002540,ORD042233,2024-11-07,Changed Mind
RET002541,ORD043714,2023-01-29,Late Delivery
RET002542,ORD007025,2025-05-01,Poor Quality
RET002543,ORD017499,2025-05-23,Size Issue
RET002544,ORD029713,2025-11-26,Wrong Product
RET002545,ORD032788,2025-05-29,Size Issue
RET002546,ORD015108,2026-01-02,Size Issue
RET002547,ORD002477,2024-08-15,Damaged Product
RET002548,ORD048078,2024-08-27,Size Issue
RET002549,ORD011349,2024-08-27,Poor Quality
RET002550,ORD029035,2023-08-20,Size Issue
RET002551,ORD001912,2025-02-14,Late Delivery
RET002552,ORD027728,2023-04-05,Size Issue
RET002553,ORD036500,2023-11-18,Size Issue
RET002554,ORD042094,2025-07-02,Changed Mind
RET002555,ORD049531,2025-06-19,Damaged Product
RET002556,ORD027312,2025-07-27,Damaged Product
RET002557,ORD014599,2023-10-13,Poor Quality
RET002558,ORD012075,2024-06-19,Poor Quality
RET002559,ORD041321,2024-03-25,Late Delivery
RET002560,ORD028988,2025-01-04,Poor Quality
RET002561,ORD002099,2024-01-13,Size Issue
RET002562,ORD019534,2023-02-10,Late Delivery
RET002563,ORD034940,2025-04-16,Changed Mind
RET002564,ORD008024,2023-11-05,Changed Mind
RET002565,ORD013254,2023-06-22,Wrong Product
RET002566,ORD001986,2025-06-14,Late Delivery
RET002567,ORD026012,2024-03-13,Damaged Product
RET002568,ORD003336,2023-05-11,Poor Quality
RET002569,ORD026621,2023-06-21,Changed Mind
RET002570,ORD011745,2023-03-06,Poor Quality
RET002571,ORD018477,2024-08-25,Size Issue
RET002572,ORD047612,2024-04-23,Size Issue
RET002573,ORD025537,2024-05-10,Size Issue
RET002574,ORD020865,2025-02-21,Size Issue
RET002575,ORD043447,2025-06-23,Poor Quality
RET002576,ORD008007,2025-12-08,Size Issue
RET002577,ORD029077,2023-04-24,Changed Mind
RET002578,ORD043721,2025-09-30,Late Delivery
RET002579,ORD023001,2024-05-21,Poor Quality
RET002580,ORD028194,2024-09-30,Poor Quality
RET002581,ORD021513,2023-12-27,Size Issue
RET002582,ORD021025,2025-08-12,Changed Mind
RET002583,ORD015295,2023-06-02,Size Issue
RET002584,ORD011662,2025-11-02,Changed Mind
RET002585,ORD031719,2023-04-28,Size Issue
RET002586,ORD042116,2023-10-03,Late Delivery
RET002587,ORD028242,2024-11-13,Poor Quality
RET002588,ORD043152,2024-11-01,Poor Quality
RET002589,ORD009695,2025-08-20,Size Issue
RET002590,ORD025566,2023-05-06,Late Delivery
RET002591,ORD034445,2023-12-03,Late Delivery
RET002592,ORD014110,2025-12-15,Damaged Product
RET002593,ORD012959,2023-06-11,Wrong Product
RET002594,ORD023315,2023-08-17,Size Issue
RET002595,ORD017927,2024-11-06,Damaged Product
RET002596,ORD020414,2023-06-11,Poor Quality
RET002597,ORD022459,2024-11-09,Changed Mind
RET002598,ORD044363,2023-03-10,Damaged Product
RET002599,ORD005677,2024-06-07,Changed Mind
RET002600,ORD043367,2025-06-08,Poor Quality
RET002601,ORD033872,2024-08-22,Late Delivery
RET002602,ORD000610,2023-02-27,Changed Mind
RET002603,ORD030921,2025-05-14,Poor Quality
RET002604,ORD025260,2023-01-26,Wrong Product
RET002605,ORD030394,2023-08-23,Size Issue
RET002606,ORD038326,2023-05-08,Poor Quality
RET002607,ORD044289,2023-10-06,Size Issue
RET002608,ORD048465,2023-02-13,Changed Mind
RET002609,ORD009290,2025-06-07,Late Delivery
RET002610,ORD026407,2024-03-24,Late Delivery
RET002611,ORD028059,2024-01-28,Damaged Product
RET002612,ORD022296,2024-11-16,Changed Mind
RET002613,ORD022052,2025-12-14,Wrong Product
RET002614,ORD044452,2023-01-20,Damaged Product
RET002615,ORD012513,2024-09-13,Wrong Product
RET002616,ORD048576,2025-03-23,Size Issue
RET002617,ORD018776,2024-10-26,Poor Quality
RET002618,ORD015715,2024-04-24,Damaged Product
RET002619,ORD007977,2025-11-14,Size Issue
RET002620,ORD033176,2024-06-01,Poor Quality
RET002621,ORD047635,2024-07-26,Changed Mind
RET002622,ORD008345,2023-02-06,Damaged Product
RET002623,ORD030590,2023-06-14,Size Issue
RET002624,ORD011898,2023-04-30,Poor Quality
RET002625,ORD025496,2024-03-23,Changed Mind
RET002626,ORD022322,2024-04-18,Changed Mind
RET002627,ORD017680,2025-03-07,Changed Mind
RET002628,ORD012470,2023-08-23,Wrong Product
RET002629,ORD004658,2023-08-23,Wrong Product
RET002630,ORD048394,2023-11-13,Changed Mind
RET002631,ORD001688,2024-01-01,Poor Quality
RET002632,ORD022182,2023-05-19,Wrong Product
RET002633,ORD012792,2025-07-31,Size Issue
RET002634,ORD008041,2024-11-12,Changed Mind
RET002635,ORD031062,2025-07-21,Wrong Product
RET002636,ORD035027,2024-07-07,Changed Mind
RET002637,ORD014830,2024-09-05,Changed Mind
RET002638,ORD038849,2025-11-26,Changed Mind
RET002639,ORD020063,2024-07-25,Late Delivery
RET002640,ORD028278,2024-04-23,Damaged Product
RET002641,ORD034548,2024-03-05,Damaged Product
RET002642,ORD010905,2024-07-18,Poor Quality
RET002643,ORD019221,2025-07-30,Wrong Product
RET002644,ORD024430,2024-12-28,Damaged Product
RET002645,ORD047350,2024-09-04,Damaged Product
RET002646,ORD018112,2023-11-02,Poor Quality
RET002647,ORD003542,2023-06-11,Wrong Product
RET002648,ORD025563,2025-05-01,Size Issue
RET002649,ORD006760,2025-11-30,Poor Quality
RET002650,ORD033830,2024-09-30,Damaged Product
RET002651,ORD021276,2024-01-04,Wrong Product
RET002652,ORD038233,2024-07-02,Changed Mind
RET002653,ORD014351,2024-03-04,Size Issue
RET002654,ORD001227,2024-08-21,Late Delivery
RET002655,ORD009160,2024-05-31,Wrong Product
RET002656,ORD025666,2023-04-09,Wrong Product
RET002657,ORD020545,2023-09-24,Changed Mind
RET002658,ORD004120,2024-07-16,Late Delivery
RET002659,ORD000278,2023-05-06,Damaged Product
RET002660,ORD019037,2025-07-02,Damaged Product
RET002661,ORD020047,2024-09-04,Wrong Product
RET002662,ORD038649,2025-08-02,Poor Quality
RET002663,ORD037313,2025-02-23,Size Issue
RET002664,ORD000854,2025-09-24,Size Issue
RET002665,ORD043087,2023-02-20,Damaged Product
RET002666,ORD046494,2025-05-02,Wrong Product
RET002667,ORD019536,2023-10-19,Size Issue
RET002668,ORD016464,2024-09-19,Poor Quality
RET002669,ORD036747,2023-08-25,Poor Quality
RET002670,ORD029861,2025-04-06,Late Delivery
RET002671,ORD000885,2025-04-14,Poor Quality
RET002672,ORD047843,2024-01-18,Poor Quality
RET002673,ORD021462,2023-10-23,Changed Mind
RET002674,ORD009404,2023-10-06,Changed Mind
RET002675,ORD033416,2025-10-27,Changed Mind
RET002676,ORD040744,2024-11-07,Poor Quality
RET002677,ORD023977,2025-12-04,Poor Quality
RET002678,ORD028140,2025-12-11,Changed Mind
RET002679,ORD046079,2024-06-03,Changed Mind
RET002680,ORD020718,2024-05-21,Damaged Product
RET002681,ORD027648,2025-07-28,Poor Quality
RET002682,ORD029971,2023-09-08,Late Delivery
RET002683,ORD024243,2024-04-05,Wrong Product
RET002684,ORD003036,2023-04-06,Size Issue
RET002685,ORD006977,2023-12-26,Wrong Product
RET002686,ORD031766,2024-08-21,Changed Mind
RET002687,ORD023702,2024-12-22,Wrong Product
RET002688,ORD022078,2025-10-27,Poor Quality
RET002689,ORD019236,2024-05-26,Poor Quality
RET002690,ORD019893,2023-05-13,Damaged Product
RET002691,ORD036415,2023-10-31,Size Issue
RET002692,ORD043916,2023-08-24,Poor Quality
RET002693,ORD014698,2025-10-01,Wrong Product
RET002694,ORD028276,2024-01-07,Changed Mind
RET002695,ORD049862,2025-05-11,Damaged Product
RET002696,ORD049925,2024-07-16,Poor Quality
RET002697,ORD049960,2023-05-01,Damaged Product
RET002698,ORD010093,2023-05-11,Late Delivery
RET002699,ORD047577,2025-03-09,Size Issue
RET002700,ORD034859,2025-03-19,Wrong Product
RET002701,ORD012806,2025-12-15,Damaged Product
RET002702,ORD012423,2023-04-17,Changed Mind
RET002703,ORD028729,2024-02-23,Wrong Product
RET002704,ORD041924,2023-03-12,Wrong Product
RET002705,ORD028237,2024-03-02,Late Delivery
RET002706,ORD023311,2023-04-19,Poor Quality
RET002707,ORD027812,2023-06-21,Late Delivery
RET002708,ORD014712,2023-01-25,Poor Quality
RET002709,ORD018795,2025-10-10,Poor Quality
RET002710,ORD006889,2025-06-08,Late Delivery
RET002711,ORD000772,2024-10-19,Wrong Product
RET002712,ORD002768,2023-03-20,Poor Quality
RET002713,ORD033763,2023-07-20,Damaged Product
RET002714,ORD043247,2023-02-04,Late Delivery
RET002715,ORD032833,2023-09-30,Size Issue
RET002716,ORD013063,2024-10-21,Damaged Product
RET002717,ORD044157,2023-07-16,Changed Mind
RET002718,ORD034737,2023-11-04,Wrong Product
RET002719,ORD024514,2025-09-03,Poor Quality
RET002720,ORD046126,2024-04-03,Size Issue
RET002721,ORD038235,2023-03-24,Damaged Product
RET002722,ORD025210,2024-12-29,Poor Quality
RET002723,ORD026935,2023-04-15,Poor Quality
RET002724,ORD021363,2023-02-27,Late Delivery
RET002725,ORD032641,2025-06-27,Poor Quality
RET002726,ORD046346,2024-09-28,Wrong Product
RET002727,ORD022573,2024-04-29,Damaged Product
RET002728,ORD031855,2025-07-23,Wrong Product
RET002729,ORD005224,2025-07-30,Late Delivery
RET002730,ORD013180,2025-08-09,Poor Quality
RET002731,ORD017124,2023-03-05,Poor Quality
RET002732,ORD020090,2023-03-05,Late Delivery
RET002733,ORD005967,2025-10-29,Poor Quality
RET002734,ORD036448,2024-01-04,Late Delivery
RET002735,ORD000647,2025-01-27,Size Issue
RET002736,ORD003781,2025-11-10,Damaged Product
RET002737,ORD020232,2025-10-17,Late Delivery
RET002738,ORD019264,2024-02-25,Damaged Product
RET002739,ORD024762,2024-05-11,Late Delivery
RET002740,ORD017161,2024-11-27,Late Delivery
RET002741,ORD030810,2025-11-10,Wrong Product
RET002742,ORD019736,2024-01-27,Wrong Product
RET002743,ORD047429,2023-02-18,Poor Quality
RET002744,ORD038060,2025-10-12,Changed Mind
RET002745,ORD000430,2024-07-21,Size Issue
RET002746,ORD009912,2023-10-18,Poor Quality
RET002747,ORD004017,2024-12-20,Wrong Product
RET002748,ORD002976,2025-09-10,Wrong Product
RET002749,ORD022228,2024-06-02,Poor Quality
RET002750,ORD046023,2023-07-29,Size Issue
RET002751,ORD031428,2023-12-25,Changed Mind
RET002752,ORD038534,2025-05-14,Wrong Product
RET002753,ORD032234,2024-01-27,Wrong Product
RET002754,ORD037011,2023-01-20,Wrong Product
RET002755,ORD018751,2025-10-14,Changed Mind
RET002756,ORD046249,2023-03-11,Damaged Product
RET002757,ORD008410,2024-09-26,Poor Quality
RET002758,ORD010407,2024-10-20,Changed Mind
RET002759,ORD023956,2024-08-23,Late Delivery
RET002760,ORD023042,2025-10-05,Late Delivery
RET002761,ORD019834,2024-05-25,Wrong Product
RET002762,ORD048428,2024-11-25,Changed Mind
RET002763,ORD007269,2023-01-23,Size Issue
RET002764,ORD044594,2025-10-24,Damaged Product
RET002765,ORD001139,2024-02-07,Wrong Product
RET002766,ORD004986,2025-03-01,Size Issue
RET002767,ORD002886,2023-05-10,Size Issue
RET002768,ORD048414,2023-02-03,Changed Mind
RET002769,ORD014978,2025-04-27,Late Delivery
RET002770,ORD038404,2023-08-03,Changed Mind
RET002771,ORD023792,2025-10-24,Size Issue
RET002772,ORD010994,2024-06-07,Late Delivery
RET002773,ORD044422,2025-10-09,Changed Mind
RET002774,ORD026582,2023-10-29,Size Issue
RET002775,ORD003121,2023-04-05,Size Issue
RET002776,ORD039203,2024-01-09,Size Issue
RET002777,ORD037448,2023-03-18,Damaged Product
RET002778,ORD004058,2025-05-09,Late Delivery
RET002779,ORD031986,2023-04-04,Late Delivery
RET002780,ORD049292,2024-06-01,Wrong Product
RET002781,ORD018870,2024-09-06,Size Issue
RET002782,ORD027740,2023-01-30,Poor Quality
RET002783,ORD007071,2023-02-04,Damaged Product
RET002784,ORD033875,2024-12-09,Size Issue
RET002785,ORD029559,2023-06-26,Wrong Product
RET002786,ORD017584,2025-12-31,Changed Mind
RET002787,ORD043157,2023-08-20,Poor Quality
RET002788,ORD018584,2024-01-14,Changed Mind
RET002789,ORD013459,2023-12-04,Wrong Product
RET002790,ORD017725,2024-10-23,Changed Mind
RET002791,ORD004570,2023-09-14,Late Delivery
RET002792,ORD031514,2024-09-13,Size Issue
RET002793,ORD021497,2025-03-18,Late Delivery
RET002794,ORD018176,2024-02-29,Damaged Product
RET002795,ORD006330,2024-09-28,Changed Mind
RET002796,ORD014875,2024-04-27,Wrong Product
RET002797,ORD040463,2023-06-29,Wrong Product
RET002798,ORD047442,2023-04-19,Poor Quality
RET002799,ORD039231,2023-03-30,Damaged Product
RET002800,ORD030147,2025-03-15,Wrong Product
RET002801,ORD049347,2023-09-10,Wrong Product
RET002802,ORD000199,2024-07-12,Late Delivery
RET002803,ORD001449,2024-09-03,Damaged Product
RET002804,ORD017758,2025-07-09,Poor Quality
RET002805,ORD044012,2025-03-17,Late Delivery
RET002806,ORD010269,2025-11-22,Poor Quality
RET002807,ORD032009,2024-02-25,Changed Mind
RET002808,ORD020834,2024-10-04,Wrong Product
RET002809,ORD034627,2023-05-19,Size Issue
RET002810,ORD008660,2025-05-25,Wrong Product
RET002811,ORD010046,2024-10-19,Changed Mind
RET002812,ORD016380,2023-04-28,Changed Mind
RET002813,ORD017245,2025-03-11,Damaged Product
RET002814,ORD031571,2024-05-25,Poor Quality
RET002815,ORD019724,2025-04-29,Poor Quality
RET002816,ORD040337,2025-11-30,Size Issue
RET002817,ORD012619,2026-01-10,Late Delivery
RET002818,ORD005747,2025-05-15,Poor Quality
RET002819,ORD044071,2023-09-21,Poor Quality
RET002820,ORD043135,2024-03-31,Damaged Product
RET002821,ORD023576,2024-02-18,Wrong Product
RET002822,ORD047224,2024-12-12,Damaged Product
RET002823,ORD025327,2024-07-11,Late Delivery
RET002824,ORD044217,2024-12-27,Late Delivery
RET002825,ORD019820,2023-02-11,Size Issue
RET002826,ORD047714,2025-02-25,Changed Mind
RET002827,ORD045674,2023-03-22,Size Issue
RET002828,ORD041828,2023-05-28,Size Issue
RET002829,ORD003841,2024-09-23,Changed Mind
RET002830,ORD034966,2024-11-02,Changed Mind
RET002831,ORD005646,2025-05-28,Wrong Product
RET002832,ORD033932,2023-05-21,Wrong Product
RET002833,ORD025316,2025-08-04,Wrong Product
RET002834,ORD023047,2025-10-08,Size Issue
RET002835,ORD009673,2025-03-06,Damaged Product
RET002836,ORD045834,2025-04-20,Size Issue
RET002837,ORD009243,2023-06-10,Changed Mind
RET002838,ORD035275,2023-07-07,Changed Mind
RET002839,ORD032447,2023-12-18,Damaged Product
RET002840,ORD000682,2025-09-02,Size Issue
RET002841,ORD045180,2025-12-23,Late Delivery
RET002842,ORD046940,2024-09-27,Wrong Product
RET002843,ORD041769,2024-03-07,Wrong Product
RET002844,ORD008813,2025-03-04,Changed Mind
RET002845,ORD040265,2024-11-03,Changed Mind
RET002846,ORD025267,2023-08-07,Damaged Product
RET002847,ORD049380,2023-08-04,Size Issue
RET002848,ORD028592,2024-12-06,Size Issue
RET002849,ORD012759,2025-07-09,Wrong Product
RET002850,ORD008475,2025-04-21,Wrong Product
RET002851,ORD024803,2024-10-22,Poor Quality
RET002852,ORD013506,2024-06-18,Poor Quality
RET002853,ORD018216,2024-11-13,Size Issue
RET002854,ORD044985,2024-09-11,Changed Mind
RET002855,ORD006225,2025-04-08,Size Issue
RET002856,ORD033323,2023-12-14,Damaged Product
RET002857,ORD032157,2023-09-05,Damaged Product
RET002858,ORD045144,2024-05-21,Damaged Product
RET002859,ORD010461,2025-04-14,Late Delivery
RET002860,ORD034111,2024-03-27,Damaged Product
RET002861,ORD036901,2025-09-28,Changed Mind
RET002862,ORD036463,2023-11-11,Poor Quality
RET002863,ORD000586,2024-06-12,Damaged Product
RET002864,ORD026502,2024-06-30,Poor Quality
RET002865,ORD039110,2024-01-03,Poor Quality
RET002866,ORD029317,2024-10-14,Poor Quality
RET002867,ORD023209,2025-12-21,Late Delivery
RET002868,ORD043786,2023-06-25,Damaged Product
RET002869,ORD023585,2024-03-13,Wrong Product
RET002870,ORD047911,2024-11-18,Size Issue
RET002871,ORD040065,2023-08-03,Size Issue
RET002872,ORD007651,2025-03-03,Wrong Product
RET002873,ORD007585,2024-06-10,Size Issue
RET002874,ORD040552,2023-03-22,Damaged Product
RET002875,ORD036928,2024-11-12,Size Issue
RET002876,ORD013374,2023-12-24,Size Issue
RET002877,ORD013485,2024-03-30,Wrong Product
RET002878,ORD024493,2024-10-07,Size Issue
RET002879,ORD002464,2024-10-29,Poor Quality
RET002880,ORD009830,2025-01-04,Wrong Product
RET002881,ORD031685,2023-11-23,Poor Quality
RET002882,ORD037429,2025-03-25,Size Issue
RET002883,ORD020340,2026-01-04,Late Delivery
RET002884,ORD048860,2025-05-07,Late Delivery
RET002885,ORD044241,2023-10-23,Poor Quality
RET002886,ORD047408,2024-01-09,Changed Mind
RET002887,ORD027507,2024-12-18,Wrong Product
RET002888,ORD017553,2023-10-12,Size Issue
RET002889,ORD023515,2023-09-30,Late Delivery
RET002890,ORD026007,2024-09-18,Late Delivery
RET002891,ORD046860,2025-02-28,Size Issue
RET002892,ORD029597,2023-09-04,Wrong Product
RET002893,ORD018047,2023-10-30,Changed Mind
RET002894,ORD044419,2025-09-24,Size Issue
RET002895,ORD031563,2024-04-09,Changed Mind
RET002896,ORD034963,2024-07-26,Damaged Product
RET002897,ORD007056,2024-02-12,Poor Quality
RET002898,ORD007647,2023-09-12,Changed Mind
RET002899,ORD025771,2024-11-26,Size Issue
RET002900,ORD043936,2024-10-05,Wrong Product
RET002901,ORD027720,2025-02-12,Changed Mind
RET002902,ORD028449,2024-06-02,Size Issue
RET002903,ORD048431,2025-08-15,Poor Quality
RET002904,ORD024385,2025-08-07,Late Delivery
RET002905,ORD038940,2024-12-25,Wrong Product
RET002906,ORD036466,2023-01-17,Size Issue
RET002907,ORD010928,2023-08-16,Size Issue
RET002908,ORD042424,2024-10-19,Late Delivery
RET002909,ORD012895,2024-10-27,Poor Quality
RET002910,ORD041068,2023-11-10,Late Delivery
RET002911,ORD026107,2025-11-16,Damaged Product
RET002912,ORD045575,2025-06-18,Changed Mind
RET002913,ORD003291,2025-01-28,Poor Quality
RET002914,ORD034118,2024-10-21,Size Issue
RET002915,ORD011428,2025-07-30,Late Delivery
RET002916,ORD015055,2024-10-26,Damaged Product
RET002917,ORD019475,2023-04-20,Size Issue
RET002918,ORD003495,2023-04-01,Poor Quality
RET002919,ORD005265,2025-09-05,Late Delivery
RET002920,ORD012378,2023-07-28,Damaged Product
RET002921,ORD020367,2023-04-19,Size Issue
RET002922,ORD045678,2023-08-09,Damaged Product
RET002923,ORD040830,2024-03-19,Poor Quality
RET002924,ORD006917,2023-03-12,Size Issue
RET002925,ORD018028,2025-12-14,Wrong Product
RET002926,ORD037746,2024-06-27,Wrong Product
RET002927,ORD021329,2023-07-14,Changed Mind
RET002928,ORD020280,2024-01-22,Poor Quality
RET002929,ORD041886,2024-05-02,Late Delivery
RET002930,ORD016546,2025-11-10,Size Issue
RET002931,ORD014068,2025-11-13,Changed Mind
RET002932,ORD020631,2024-05-12,Size Issue
RET002933,ORD021240,2023-06-21,Size Issue
RET002934,ORD027153,2024-04-17,Damaged Product
RET002935,ORD026635,2023-02-26,Poor Quality
RET002936,ORD010822,2024-10-15,Wrong Product
RET002937,ORD019016,2025-04-28,Poor Quality
RET002938,ORD014760,2025-08-02,Changed Mind
RET002939,ORD018120,2025-03-04,Poor Quality
RET002940,ORD042882,2025-09-05,Poor Quality
RET002941,ORD036208,2024-07-13,Changed Mind
RET002942,ORD049475,2024-01-26,Damaged Product
RET002943,ORD001825,2025-09-13,Wrong Product
RET002944,ORD046195,2024-01-01,Late Delivery
RET002945,ORD025435,2023-05-10,Poor Quality
RET002946,ORD040079,2025-04-07,Poor Quality
RET002947,ORD008910,2024-10-31,Damaged Product
RET002948,ORD020854,2025-03-22,Wrong Product
RET002949,ORD027451,2023-07-12,Size Issue
RET002950,ORD031938,2024-11-09,Late Delivery
RET002951,ORD006947,2023-09-26,Wrong Product
RET002952,ORD009686,2025-05-06,Changed Mind
RET002953,ORD034335,2026-01-01,Damaged Product
RET002954,ORD046759,2023-03-20,Size Issue
RET002955,ORD028475,2024-04-17,Late Delivery
RET002956,ORD018669,2025-05-12,Late Delivery
RET002957,ORD037157,2023-09-01,Size Issue
RET002958,ORD003565,2025-02-21,Changed Mind
RET002959,ORD028541,2025-11-30,Poor Quality
RET002960,ORD018050,2025-04-01,Changed Mind
RET002961,ORD028080,2023-01-20,Late Delivery
RET002962,ORD028533,2024-06-15,Wrong Product
RET002963,ORD021421,2025-01-09,Late Delivery
RET002964,ORD000323,2025-02-01,Poor Quality
RET002965,ORD047971,2025-05-23,Wrong Product
RET002966,ORD019346,2023-05-07,Size Issue
RET002967,ORD014805,2023-05-27,Wrong Product
RET002968,ORD045992,2024-10-05,Poor Quality
RET002969,ORD045620,2025-07-04,Damaged Product
RET002970,ORD049166,2024-07-29,Late Delivery
RET002971,ORD028280,2024-05-25,Size Issue
RET002972,ORD038832,2023-04-15,Changed Mind
RET002973,ORD029277,2025-10-10,Changed Mind
RET002974,ORD027489,2024-06-18,Wrong Product
RET002975,ORD043006,2023-10-06,Changed Mind
RET002976,ORD010497,2023-04-13,Damaged Product
RET002977,ORD042663,2023-06-30,Poor Quality
RET002978,ORD005529,2025-08-10,Wrong Product
RET002979,ORD035388,2023-04-27,Poor Quality
RET002980,ORD031209,2023-02-08,Damaged Product
RET002981,ORD040988,2023-12-02,Size Issue
RET002982,ORD021333,2025-11-28,Size Issue
RET002983,ORD003403,2024-12-29,Poor Quality
RET002984,ORD007781,2024-12-06,Wrong Product
RET002985,ORD027136,2023-08-08,Changed Mind
RET002986,ORD045930,2023-03-08,Poor Quality
RET002987,ORD025716,2026-01-17,Size Issue
RET002988,ORD022230,2023-09-27,Late Delivery
RET002989,ORD000483,2025-01-05,Wrong Product
RET002990,ORD028662,2024-11-04,Wrong Product
RET002991,ORD014182,2023-04-03,Late Delivery
RET002992,ORD039685,2025-12-12,Damaged Product
RET002993,ORD008791,2023-11-16,Poor Quality
RET002994,ORD038979,2024-05-01,Changed Mind
RET002995,ORD040402,2024-09-01,Changed Mind
RET002996,ORD002875,2024-04-11,Late Delivery
RET002997,ORD045436,2024-06-01,Late Delivery
RET002998,ORD022604,2024-02-23,Changed Mind
RET002999,ORD037028,2024-04-24,Damaged Product
RET003000,ORD044394,2025-12-19,Poor Quality
RET003001,ORD004216,2023-04-14,Damaged Product
RET003002,ORD033068,2023-08-31,Size Issue
RET003003,ORD013592,2024-02-09,Wrong Product
RET003004,ORD044341,2025-09-03,Damaged Product
RET003005,ORD038870,2024-11-02,Changed Mind
RET003006,ORD046869,2023-08-29,Changed Mind
RET003007,ORD000374,2025-12-12,Size Issue
RET003008,ORD048582,2023-08-26,Size Issue
RET003009,ORD039617,2025-01-27,Poor Quality
RET003010,ORD027089,2023-02-01,Late Delivery
RET003011,ORD032025,2024-12-22,Wrong Product
RET003012,ORD021635,2023-09-18,Damaged Product
RET003013,ORD004580,2025-05-29,Late Delivery
RET003014,ORD039393,2023-07-09,Poor Quality
RET003015,ORD017783,2025-09-19,Changed Mind
RET003016,ORD040303,2025-11-02,Damaged Product
RET003017,ORD019517,2024-11-03,Late Delivery
RET003018,ORD028310,2023-03-23,Changed Mind
RET003019,ORD012618,2023-01-25,Poor Quality
RET003020,ORD035499,2025-09-26,Changed Mind
RET003021,ORD035885,2024-09-28,Poor Quality
RET003022,ORD031745,2025-02-07,Damaged Product
RET003023,ORD048721,2024-12-22,Changed Mind
RET003024,ORD013912,2025-08-16,Poor Quality
RET003025,ORD007095,2023-06-05,Changed Mind
RET003026,ORD015401,2024-11-07,Size Issue
RET003027,ORD042130,2024-02-07,Size Issue
RET003028,ORD029298,2024-12-21,Changed Mind
RET003029,ORD033130,2023-05-25,Size Issue
RET003030,ORD029117,2024-01-25,Wrong Product
RET003031,ORD007688,2025-02-18,Size Issue
RET003032,ORD045115,2024-08-23,Wrong Product
RET003033,ORD000063,2024-11-30,Wrong Product
RET003034,ORD025110,2024-01-02,Poor Quality
RET003035,ORD012025,2024-05-24,Poor Quality
RET003036,ORD037596,2025-05-16,Changed Mind
RET003037,ORD007893,2024-10-09,Changed Mind
RET003038,ORD020266,2023-03-26,Wrong Product
RET003039,ORD049707,2023-06-08,Size Issue
RET003040,ORD047293,2024-10-23,Late Delivery
RET003041,ORD022682,2024-05-08,Changed Mind
RET003042,ORD029910,2024-10-12,Damaged Product
RET003043,ORD002386,2024-10-13,Wrong Product
RET003044,ORD025885,2025-06-11,Wrong Product
RET003045,ORD003185,2024-02-17,Changed Mind
RET003046,ORD021753,2025-02-16,Damaged Product
RET003047,ORD008359,2024-09-25,Late Delivery
RET003048,ORD004996,2023-05-01,Wrong Product
RET003049,ORD019991,2023-02-13,Damaged Product
RET003050,ORD037219,2023-03-02,Size Issue
RET003051,ORD045048,2023-10-12,Wrong Product
RET003052,ORD013735,2023-10-23,Late Delivery
RET003053,ORD006112,2024-09-03,Late Delivery
RET003054,ORD005374,2024-02-09,Poor Quality
RET003055,ORD042275,2024-06-03,Damaged Product
RET003056,ORD012432,2025-04-07,Poor Quality
RET003057,ORD007919,2024-11-23,Poor Quality
RET003058,ORD035812,2025-02-13,Wrong Product
RET003059,ORD037631,2023-06-22,Damaged Product
RET003060,ORD012141,2025-07-09,Late Delivery
RET003061,ORD039635,2023-06-16,Wrong Product
RET003062,ORD009646,2024-11-15,Changed Mind
RET003063,ORD043842,2025-06-14,Size Issue
RET003064,ORD036449,2023-04-11,Wrong Product
RET003065,ORD025314,2023-10-13,Size Issue
RET003066,ORD046536,2024-09-23,Poor Quality
RET003067,ORD005305,2024-04-17,Size Issue
RET003068,ORD038770,2025-12-10,Damaged Product
RET003069,ORD022446,2023-10-17,Damaged Product
RET003070,ORD010325,2023-06-21,Damaged Product
RET003071,ORD037747,2025-12-11,Size Issue
RET003072,ORD041365,2023-03-23,Size Issue
RET003073,ORD003181,2025-05-09,Damaged Product
RET003074,ORD029110,2023-09-27,Size Issue
